GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TMED4,2294.846508,0.566898903,0.07483233,7.575588063,3.58E-14,1.72E-13
ATP2A1-AS1,152.7751355,0.566908351,0.221434307,2.560164947,0.010462249,0.019818068
MIR762,534.5011072,0.567029969,0.136692543,4.148214344,3.35E-05,8.75E-05
IDI1,2712.456534,0.567155513,0.087772292,6.461669136,1.04E-10,4.06E-10
MXRA7,2650.921595,0.567407886,0.084961384,6.678420929,2.42E-11,9.85E-11
TBCC,367.033701,0.567735066,0.142815338,3.975308765,7.03E-05,0.000177529
MIR3661,1220.555011,0.567778657,0.092646481,6.128442767,8.87E-10,3.28E-09
C8orf33,2561.559113,0.56805946,0.084634473,6.711915865,1.92E-11,7.89E-11
ATF1,1008.766287,0.568133567,0.102269416,5.555263612,2.77E-08,9.32E-08
BCKDHA,754.3713482,0.568252683,0.105166085,5.403383469,6.54E-08,2.14E-07
PLEKHA3,361.856988,0.568282307,0.158982907,3.574486831,0.000350915,0.000820241
ERG28,1078.388436,0.568826162,0.100829934,5.641441373,1.69E-08,5.75E-08
BCDIN3D,234.3213258,0.568919712,0.16543522,3.438927406,0.000584024,0.001327041
DNAL1,490.9746028,0.569386716,0.120228609,4.735867123,2.18E-06,6.31E-06
YKT6,5526.082506,0.569397755,0.075916797,7.500286837,6.37E-14,3.03E-13
GALE,622.7090552,0.569476093,0.129409398,4.400577578,1.08E-05,2.94E-05
IQCB1,414.9770396,0.570140202,0.153732635,3.708647815,0.000208369,0.000500294
COPS6,5099.233039,0.571576007,0.072019906,7.936361445,2.08E-15,1.07E-14
SEPSECS,108.114907,0.571800752,0.239075978,2.391711445,0.016770021,0.030635988
BBS7,282.8830631,0.572464281,0.147784238,3.873649093,0.000107218,0.000266058
COA6-AS1,783.0983634,0.572764855,0.126164631,4.539821116,5.63E-06,1.57E-05
MTRF1L,347.8444686,0.573119849,0.138327976,4.143195502,3.42E-05,8.94E-05
DGUOK,2129.535904,0.573163222,0.083354139,6.876241878,6.15E-12,2.59E-11
TMEM150A,197.6523078,0.573281955,0.179020509,3.202325579,0.001363228,0.002948956
KRR1,1115.408714,0.573424742,0.104713984,5.476104701,4.35E-08,1.44E-07
NRAV,374.9993691,0.574128736,0.155878692,3.683176507,0.000230346,0.000550118
LYPLA2,980.9140049,0.575207996,0.096761147,5.944617395,2.77E-09,9.90E-09
MRPL34,1164.460015,0.575655502,0.096259269,5.980260505,2.23E-09,8.01E-09
G2E3,1437.340475,0.575757978,0.089798569,6.411660923,1.44E-10,5.60E-10
LSM4,5778.876811,0.576371746,0.073610348,7.830036931,4.88E-15,2.47E-14
KATNA1,391.9173768,0.576516845,0.142295054,4.051559271,5.09E-05,0.000130376
LIG4,139.8897335,0.5768846,0.21199812,2.721177906,0.006504974,0.01274301
TM9SF2,3575.287982,0.577263502,0.095568778,6.040293847,1.54E-09,5.59E-09
RHOA,16348.35373,0.577907757,0.067010516,8.624135285,6.46E-18,3.77E-17
GPATCH3,257.8565027,0.578239955,0.175891421,3.287482422,0.001010875,0.002227458
ECI1,2977.844876,0.578387822,0.082295972,7.02814255,2.09E-12,9.07E-12
TMEM177,566.1536714,0.578956292,0.130865034,4.424071708,9.69E-06,2.65E-05
LINC00839,383.2991973,0.579237355,0.131842748,4.39339565,1.12E-05,3.03E-05
BCDIN3D-AS1,163.7707372,0.579400038,0.187946248,3.082796505,0.002050653,0.004333379
P2RX4,272.2814204,0.580094321,0.167334935,3.466665952,0.000526956,0.001204113
ANAPC7,1482.76196,0.580113546,0.087957807,6.595361609,4.24E-11,1.70E-10
RMND1,409.3839464,0.580158192,0.141169455,4.109658094,3.96E-05,0.000102712
GPLD1,421.6278173,0.580617535,0.137451509,4.224162676,2.40E-05,6.34E-05
EEF1A2,188.4728255,0.58089827,0.189393117,3.067156189,0.002161059,0.004554824
CCDC59,819.3787719,0.580986562,0.103841986,5.594909966,2.21E-08,7.47E-08
PPP2CA,8115.332719,0.581008957,0.07272494,7.989129432,1.36E-15,7.06E-15
SLC35B1,1426.283568,0.581047386,0.090960022,6.387942467,1.68E-10,6.52E-10
APOO,1545.864839,0.581279644,0.088767481,6.548339962,5.82E-11,2.31E-10
SNHG11,133.7838054,0.581987189,0.231498168,2.514003431,0.011936927,0.022382402
PPHLN1,1712.446265,0.582535426,0.082186785,7.087945147,1.36E-12,5.95E-12
PRMT1,10489.17856,0.582594307,0.073901801,7.883357356,3.19E-15,1.63E-14
GINM1,782.9394587,0.582840843,0.113618851,5.129789978,2.90E-07,9.02E-07
STK3,356.7648856,0.582913164,0.15250709,3.822203695,0.000132264,0.000324245
VMA21,3430.451118,0.583111176,0.094371345,6.178900761,6.45E-10,2.41E-09
FASTKD3,500.5321864,0.583171778,0.129608459,4.499488571,6.81E-06,1.89E-05
FKBP11,121.9681354,0.583342003,0.211844851,2.753628428,0.005893864,0.011625739
ZNF277,393.9600434,0.583745649,0.139272812,4.191382667,2.77E-05,7.30E-05
FIBP,3343.949841,0.583979519,0.074093472,7.881659559,3.23E-15,1.65E-14
RPRD1A,1752.261514,0.584363041,0.087645747,6.667329097,2.61E-11,1.06E-10
NUBP2,1709.084466,0.584556808,0.081751481,7.150412485,8.65E-13,3.84E-12
MAP2K1,2063.111089,0.585344982,0.07885156,7.423378586,1.14E-13,5.34E-13
EHD1,1486.215815,0.586140649,0.111283117,5.267112078,1.39E-07,4.42E-07
FAM227B,144.3340093,0.586202417,0.213466238,2.746113022,0.006030598,0.011878793
SLC25A5-AS1,11765.53549,0.586262042,0.081530338,7.190722599,6.44E-13,2.88E-12
TMEM125,208.5138958,0.586620757,0.176410901,3.325308993,0.000883206,0.001959996
HSPE1,1030.33098,0.586760161,0.12922505,4.540606961,5.61E-06,1.57E-05
CCNB1,9351.227735,0.586860447,0.078255513,7.499285716,6.42E-14,3.05E-13
ZNF410,2207.9723,0.587019674,0.105786314,5.549107916,2.87E-08,9.65E-08
PRIMPOL,615.9667979,0.587127157,0.110600026,5.308562554,1.10E-07,3.56E-07
PCTP,678.6166694,0.587149751,0.104447905,5.621460314,1.89E-08,6.43E-08
NMNAT1,137.1729737,0.587567613,0.20163909,2.913956879,0.003568792,0.007288183
SLC35C2,960.3841356,0.587921423,0.097651441,6.020611836,1.74E-09,6.29E-09
MAPRE2,645.0774034,0.587995025,0.116310077,5.055409142,4.29E-07,1.32E-06
GLCE,1662.853884,0.588126124,0.083399614,7.051904622,1.76E-12,7.68E-12
ZNF688,209.4499517,0.590071331,0.193392407,3.051160804,0.002279585,0.004788852
SGPP1,1359.097457,0.590431017,0.092485503,6.384038551,1.72E-10,6.68E-10
PCGF6,1093.939698,0.590653627,0.099188608,5.954853446,2.60E-09,9.31E-09
TMEM134,951.8121278,0.590862358,0.113906169,5.187272697,2.13E-07,6.70E-07
BZW1,8683.561768,0.591010159,0.077783996,7.598094544,3.01E-14,1.45E-13
GPATCH2L,523.7846762,0.5911698,0.115869431,5.102034192,3.36E-07,1.04E-06
BST2,1196.323211,0.591559575,0.109380719,5.408261887,6.36E-08,2.08E-07
STRAP,8866.524365,0.592055288,0.073650245,8.038741539,9.08E-16,4.76E-15
TCTN1,544.2085169,0.592070218,0.113170637,5.231659328,1.68E-07,5.32E-07
ESCO2,1383.78329,0.592447632,0.096082006,6.166062255,7.00E-10,2.61E-09
SNF8,1864.947581,0.592536645,0.097115553,6.101356847,1.05E-09,3.86E-09
RCN2,5960.097361,0.59274043,0.076308682,7.76766703,7.99E-15,4.01E-14
RPUSD3,824.0726855,0.593451476,0.10261761,5.783134873,7.33E-09,2.55E-08
ATL1,668.0255677,0.594161265,0.129474457,4.589023015,4.45E-06,1.26E-05
TMEM147-AS1,399.9994307,0.594523392,0.131252379,4.529619934,5.91E-06,1.65E-05
SLC7A6OS,357.526182,0.595522663,0.149074739,3.99479258,6.48E-05,0.000164094
MBIP,372.8172514,0.595780287,0.130141655,4.577936904,4.70E-06,1.32E-05
LOC107986571,175.1347768,0.595783718,0.190627333,3.125384534,0.001775728,0.003783867
ABTB1,174.3614835,0.595807827,0.190775972,3.123075827,0.001789716,0.003810981
PRAG1,153.5912349,0.596978617,0.239999292,2.487418236,0.012867403,0.024003458
MED8,1455.011116,0.597055337,0.091735148,6.508468662,7.59E-11,3.00E-10
TBCK,547.1596744,0.597154232,0.123469225,4.836462146,1.32E-06,3.89E-06
DDX20,461.7217075,0.59716959,0.138871149,4.300170293,1.71E-05,4.57E-05
RIT1,511.763219,0.597838128,0.123765129,4.830424647,1.36E-06,4.00E-06
ARL6IP5,2533.098671,0.59821989,0.083289005,7.182459297,6.85E-13,3.06E-12
HPS1,1403.566057,0.598882875,0.097424523,6.147147122,7.89E-10,2.93E-09
P3H2,2267.595401,0.599024891,0.088379697,6.777856364,1.22E-11,5.06E-11
RBFA,227.7664784,0.60010245,0.164388839,3.650506053,0.000261724,0.0006214
TRMT10C,1406.336706,0.600670099,0.09558773,6.283966577,3.30E-10,1.25E-09
ZNF267,129.1325168,0.60077983,0.214378961,2.802419726,0.005072084,0.010108715
KCTD9,2626.082385,0.60081148,0.09429481,6.371628265,1.87E-10,7.23E-10
MAPK8,612.5477942,0.601430123,0.117190778,5.13206016,2.87E-07,8.91E-07
NPTN,4083.279518,0.601577779,0.072301744,8.32037718,8.77E-17,4.84E-16
TUBA1B,83858.56761,0.601874934,0.065116221,9.243087542,2.39E-20,1.60E-19
SLBP,3082.539008,0.601913118,0.075285187,7.995106865,1.29E-15,6.73E-15
RNF25,316.0218073,0.602164572,0.146802652,4.101864386,4.10E-05,0.000106091
EEF1G,42197.19658,0.602573915,0.09493637,6.347134541,2.19E-10,8.43E-10
UBTD1,1285.001333,0.602842817,0.092822572,6.494571352,8.33E-11,3.28E-10
TRAIP,357.9150779,0.603272061,0.137016478,4.40291612,1.07E-05,2.91E-05
DANCR,2105.054175,0.603646971,0.092732372,6.509560343,7.54E-11,2.98E-10
ASL,774.0379294,0.604118788,0.122717107,4.922857162,8.53E-07,2.55E-06
OXNAD1,506.0587111,0.604214793,0.123221599,4.903481176,9.42E-07,2.80E-06
TDRKH,180.3371461,0.604218704,0.214246569,2.82020247,0.004799336,0.00960869
IFNAR2,326.3510819,0.605222129,0.139320882,4.344087678,1.40E-05,3.77E-05
AVPI1,1385.483489,0.605226867,0.088542038,6.835474742,8.17E-12,3.42E-11
POLR3GL,368.1183355,0.605556444,0.142169768,4.259389691,2.05E-05,5.46E-05
LOC339803,286.402235,0.605893924,0.149355149,4.056732738,4.98E-05,0.000127646
CNIH3,98.46215577,0.606043687,0.24041344,2.520839461,0.011707525,0.022003098
UNG,3237.428847,0.606422953,0.078515554,7.72360283,1.13E-14,5.63E-14
NPM3,4247.649753,0.606518056,0.08690716,6.978919304,2.97E-12,1.28E-11
SVBP,324.8169449,0.606754721,0.175145094,3.464297566,0.000531618,0.001214371
NIPA2,2663.475398,0.606853684,0.078660136,7.714882205,1.21E-14,6.01E-14
PTGR1,219.0583046,0.607433916,0.181031946,3.355396266,0.000792514,0.00177009
LOC107986694,106.3669376,0.607786163,0.254415249,2.388953358,0.016896447,0.030835066
CENPH,739.9430104,0.608114211,0.108467134,5.606437532,2.07E-08,7.00E-08
PSMB2,4668.000982,0.608794212,0.06618032,9.199021881,3.61E-20,2.39E-19
PQBP1,1673.512408,0.609122422,0.095953954,6.348070047,2.18E-10,8.39E-10
NEURL1,95.92602531,0.609881097,0.259106845,2.353782269,0.018583493,0.033651879
GSS,2323.050606,0.609953525,0.079264453,7.695171109,1.41E-14,7.00E-14
SMIM13,819.2220707,0.610767517,0.109854633,5.559779343,2.70E-08,9.09E-08
PPP1CA,8795.493809,0.61122054,0.071835253,8.50864325,1.76E-17,1.01E-16
CHURC1,444.6674387,0.611316529,0.124477573,4.911057572,9.06E-07,2.70E-06
EEF1AKMT4,446.5270975,0.612165644,0.132223145,4.629791872,3.66E-06,1.04E-05
CFAP20,1978.0345,0.61236143,0.082339689,7.437014107,1.03E-13,4.83E-13
RNF146,204.2747557,0.61251891,0.191330083,3.201372723,0.001367745,0.00295812
LSM2,1753.316293,0.612609409,0.082535514,7.422373429,1.15E-13,5.38E-13
FYTTD1,4472.159551,0.612870624,0.086491552,7.085901573,1.38E-12,6.04E-12
DNAJC24,534.5689056,0.613074572,0.127353784,4.813948632,1.48E-06,4.34E-06
NKX1-2,191.7451116,0.614313881,0.192436603,3.192292275,0.001411484,0.003048344
SLC35E3,711.3404597,0.614614905,0.122505097,5.017055775,5.25E-07,1.60E-06
TRIB1,136.588383,0.614683496,0.245168464,2.507188269,0.012169587,0.022788276
HCFC2,140.8447144,0.614794286,0.206700687,2.974321451,0.002936373,0.006076645
PRKAG2,1723.407609,0.614828258,0.093860562,6.550442935,5.74E-11,2.28E-10
RMC1,765.2389964,0.615039209,0.110114696,5.58544166,2.33E-08,7.88E-08
PPP3CB-AS1,93.08916098,0.615240808,0.247123273,2.489610952,0.0127883,0.023876924
ABI1,5006.666121,0.616396772,0.068400654,9.011562513,2.03E-19,1.29E-18
EIF4A3,3799.218005,0.616887037,0.082367817,7.489418285,6.92E-14,3.28E-13
CCND2,194.2598649,0.616929544,0.198228436,3.112215171,0.001856891,0.00394566
EMC9,697.4107202,0.616935279,0.117536223,5.248894895,1.53E-07,4.87E-07
TNS4,731.8126279,0.617076523,0.15314911,4.029253077,5.60E-05,0.00014271
PIGK,743.8741672,0.617582591,0.11551959,5.346128661,8.99E-08,2.91E-07
MAP3K14-AS1,119.1236651,0.618041546,0.23363695,2.645307372,0.008161674,0.015710906
ANAPC15,1416.212979,0.618254915,0.090211719,6.853376921,7.21E-12,3.02E-11
H3-3B,9753.827886,0.618302838,0.068245848,9.059933391,1.31E-19,8.39E-19
MARS2,306.0279219,0.618433859,0.149756142,4.12960597,3.63E-05,9.45E-05
FAM8A1,490.5828842,0.618458477,0.134061447,4.6132463,3.96E-06,1.13E-05
ARHGAP29,1043.877559,0.618546624,0.094805861,6.524350073,6.83E-11,2.70E-10
REXO5,182.6474314,0.618736298,0.200725044,3.082506732,0.002052651,0.004336731
FBXL12,439.3130191,0.61879433,0.129174724,4.790366952,1.66E-06,4.86E-06
PTGR2,222.0282224,0.619388429,0.171550121,3.610539157,0.000305561,0.00071973
LOC107986934,118.607522,0.619466089,0.232931599,2.659433457,0.007827219,0.015122637
FBXO5,1002.700986,0.620427443,0.105270543,5.893647223,3.78E-09,1.34E-08
SYNGR1,394.3279006,0.620477846,0.129833861,4.779014041,1.76E-06,5.13E-06
KCNAB1,3846.323599,0.620698681,0.106929267,5.804759505,6.45E-09,2.25E-08
ALDOC,646.6060822,0.620821942,0.110376806,5.624568799,1.86E-08,6.32E-08
MTERF2,1110.084433,0.62116167,0.092330656,6.727577761,1.73E-11,7.10E-11
KDSR,588.1543057,0.622384286,0.114154331,5.452130295,4.98E-08,1.64E-07
FAM126B,132.1342033,0.622557824,0.217702006,2.859678865,0.004240702,0.008565025
AKIP1,579.0675806,0.623777968,0.116419127,5.358036815,8.41E-08,2.73E-07
PCMTD1,384.6289033,0.623933629,0.141446787,4.411083774,1.03E-05,2.80E-05
LOC105370524,122.9125811,0.624429733,0.221902722,2.8139796,0.004893233,0.009786467
IER3IP1,1708.806994,0.624872085,0.087772306,7.119239662,1.09E-12,4.78E-12
MARCKSL1,2485.028259,0.62616963,0.087781404,7.133283358,9.80E-13,4.33E-12
POLE3,6655.214023,0.62630088,0.080108375,7.818169852,5.36E-15,2.71E-14
CSTB,2418.214753,0.626437728,0.089311089,7.01410916,2.31E-12,1.00E-11
NKILA,97.30728049,0.626737596,0.236692159,2.647901806,0.008099305,0.015605454
RACK1,41380.31905,0.626761807,0.07623822,8.221097024,2.02E-16,1.09E-15
CLIC1,8871.62738,0.626857908,0.076050007,8.24270674,1.68E-16,9.17E-16
NETO2,954.8422568,0.627118611,0.095961379,6.535114649,6.36E-11,2.52E-10
RAB2B,151.075061,0.627294647,0.196805107,3.187390085,0.00143563,0.003097954
DCUN1D1,4348.786023,0.627641704,0.081509461,7.700231322,1.36E-14,6.73E-14
FADS3,961.3870473,0.627746732,0.100396006,6.25270623,4.03E-10,1.53E-09
RALB,1893.858952,0.627993501,0.082076327,7.65133538,1.99E-14,9.73E-14
RAE1,2252.305211,0.628030581,0.078195791,8.031513875,9.63E-16,5.04E-15
SLC33A1,989.2399844,0.628286962,0.10108223,6.215602525,5.11E-10,1.92E-09
OVOL2,139.4473666,0.628910463,0.22234991,2.828471864,0.004677081,0.009389763
PRUNE1,749.0832419,0.629118288,0.117682927,5.345875606,9.00E-08,2.92E-07
TRIT1,1215.034444,0.630030499,0.098469139,6.398253376,1.57E-10,6.10E-10
ARPC4,3023.764997,0.63034959,0.089293562,7.059294944,1.67E-12,7.29E-12
RABEPK,1601.411515,0.630675007,0.100348184,6.284867171,3.28E-10,1.25E-09
FAM214A,92.12634623,0.630878231,0.245426974,2.570533393,0.010154204,0.019267419
WDR5B,228.1456294,0.631064073,0.174366236,3.619187332,0.00029553,0.000697425
TSEN15,3362.747233,0.631676863,0.083282082,7.584787138,3.33E-14,1.61E-13
CRNDE,296.1983297,0.632178303,0.148838777,4.247403229,2.16E-05,5.75E-05
UTP11,1160.230659,0.632221765,0.09149608,6.909823521,4.85E-12,2.06E-11
MFGE8,1033.921691,0.632437126,0.115062144,5.496483072,3.87E-08,1.29E-07
MTIF3,375.1472487,0.632794353,0.149312141,4.238063628,2.25E-05,5.98E-05
METTL2B,451.0382229,0.632914916,0.137534976,4.601847003,4.19E-06,1.19E-05
RANGRF,1252.831599,0.633237226,0.108151361,5.855101803,4.77E-09,1.68E-08
MGAT2,1980.481021,0.633469939,0.083118997,7.621241396,2.51E-14,1.22E-13
GIN1,160.0750446,0.633549457,0.212553005,2.980665726,0.002876226,0.0059627
RABGAP1L,315.3918375,0.633998923,0.142709589,4.442581102,8.89E-06,2.44E-05
PLS3,13800.03382,0.634023316,0.067730861,9.360922128,7.90E-21,5.40E-20
TEX10,2069.307682,0.634186296,0.097475767,6.506091901,7.71E-11,3.04E-10
ASTE1,290.2332893,0.634289386,0.1625781,3.901444209,9.56E-05,0.000238768
CINP,979.2658325,0.634361344,0.10124046,6.265887602,3.71E-10,1.40E-09
RANBP6,2158.065424,0.634439227,0.087539974,7.24742309,4.25E-13,1.92E-12
LOC112268317,185.319104,0.634904194,0.179224592,3.542506001,0.000396344,0.000920007
ST3GAL4,1846.633411,0.63555351,0.09717286,6.540442555,6.13E-11,2.43E-10
LOC100652758,626.739035,0.635599166,0.127451171,4.987001379,6.13E-07,1.86E-06
PEX2,872.268684,0.635741516,0.102545993,6.199574457,5.66E-10,2.12E-09
LINC00847,102.2477098,0.6358013,0.235539943,2.699335375,0.006947812,0.013542617
RPS19BP1,1913.746084,0.635927499,0.088319679,7.20029223,6.01E-13,2.69E-12
BAGE2,184.3480148,0.636222591,0.182348466,3.489048221,0.000484744,0.001112596
RUNDC3A-AS1,76.83056069,0.636353073,0.26569244,2.395074066,0.016617008,0.030393453
POC1A,920.1056048,0.636696917,0.099242775,6.415549309,1.40E-10,5.46E-10
PHTF2,1460.172162,0.636718199,0.08750243,7.276577314,3.42E-13,1.56E-12
PRKCE,70.47248852,0.63711464,0.282219509,2.25751452,0.023975943,0.042483406
PLRG1,1351.22461,0.637236805,0.090745014,7.022278993,2.18E-12,9.44E-12
ZC3HC1,649.6566845,0.637327338,0.114232607,5.579206796,2.42E-08,8.15E-08
TNFRSF12A,2763.994957,0.637774127,0.087651756,7.27622765,3.43E-13,1.56E-12
MARCHF7,1802.240771,0.637859245,0.095717753,6.66395966,2.67E-11,1.08E-10
CA2,103.4996345,0.638079393,0.259734128,2.456663657,0.014023391,0.026010333
FZD9,181.445791,0.638467857,0.198524676,3.216062961,0.001299623,0.002821779
TPGS2,2219.779783,0.638896344,0.082130319,7.779055939,7.31E-15,3.67E-14
RPF2,909.6153439,0.639039417,0.103994638,6.144926583,8.00E-10,2.97E-09
LOC105369779,167.4437368,0.639172741,0.206783517,3.091023656,0.001994677,0.004219741
EIF2B2,1398.443066,0.639596948,0.087393795,7.318562443,2.51E-13,1.15E-12
SNUPN,929.642607,0.640145032,0.113998703,5.615371168,1.96E-08,6.65E-08
LAMA3,698.645029,0.640249692,0.138689202,4.616435035,3.90E-06,1.11E-05
NOP14-AS1,250.1516675,0.640346498,0.167756723,3.817113776,0.000135022,0.000330698
ZNF691,310.1998443,0.640461996,0.167103202,3.832733246,0.000126727,0.00031125
HCRTR1,180.6260405,0.640972272,0.177950828,3.601962859,0.000315823,0.000742983
COMMD8,688.2912838,0.6414258,0.142897254,4.488720252,7.17E-06,1.98E-05
ZBTB48,184.8013088,0.641523255,0.181299291,3.538476358,0.000402443,0.000933035
HERPUD1,1272.384064,0.642904255,0.088645527,7.252529012,4.09E-13,1.85E-12
RNF7,3002.63646,0.643103467,0.081204028,7.919600543,2.38E-15,1.23E-14
C5orf24,1912.039413,0.643308846,0.080487672,7.992638243,1.32E-15,6.86E-15
CBR3-AS1,215.2167144,0.643401854,0.173199611,3.714799657,0.000203365,0.000488557
AKR1A1,3762.955236,0.643714551,0.082708389,7.782941505,7.09E-15,3.56E-14
SLFN5,196.4449067,0.644505426,0.184751307,3.488502658,0.000485734,0.001114505
SARNP,1176.890991,0.644924114,0.092238413,6.991925556,2.71E-12,1.17E-11
ARFIP1,629.2406583,0.644999871,0.123320708,5.23026411,1.69E-07,5.36E-07
SLC30A9,1857.291374,0.645022216,0.090216471,7.149716808,8.70E-13,3.86E-12
GRHPR,3587.076114,0.645065913,0.087844018,7.343310632,2.08E-13,9.61E-13
KPTN,115.1903042,0.645211184,0.230345443,2.801059035,0.00509352,0.010148562
TMEM263,2436.580741,0.645269757,0.076663388,8.416921986,3.87E-17,2.17E-16
CCDC167,297.1627873,0.645716988,0.157283191,4.105441811,4.04E-05,0.00010454
PIGL,991.3114315,0.645903269,0.105766846,6.106859501,1.02E-09,3.73E-09
FAM241B,446.2641569,0.646010725,0.134713329,4.79544771,1.62E-06,4.74E-06
HOXC9,119.6524111,0.646055183,0.222824339,2.899392351,0.003738867,0.007614874
BLCAP,2330.027907,0.646274306,0.082073392,7.874346245,3.43E-15,1.75E-14
RAP1GDS1,977.3997721,0.647332506,0.098453919,6.574979593,4.87E-11,1.94E-10
PNPT1,1382.182674,0.647536599,0.093441185,6.929884303,4.21E-12,1.79E-11
TMED1,425.2032192,0.647905309,0.151471336,4.277411997,1.89E-05,5.05E-05
MAL2-AS1,689.7299772,0.648126997,0.114073396,5.68166654,1.33E-08,4.58E-08
TM7SF2,526.2433616,0.648272548,0.119211799,5.437989793,5.39E-08,1.77E-07
MSRB3,354.5485179,0.648521161,0.154974171,4.184704826,2.86E-05,7.51E-05
GADD45A,1332.36428,0.648963847,0.093602887,6.933160613,4.12E-12,1.75E-11
FANK1,156.8179928,0.65014285,0.200009139,3.250565716,0.001151756,0.002519654
MMACHC,4870.806453,0.65044893,0.083074972,7.829661754,4.89E-15,2.48E-14
GSTM2,369.7553335,0.650891158,0.133794659,4.864851559,1.15E-06,3.38E-06
IFT52,1084.683897,0.651006885,0.09792565,6.64797106,2.97E-11,1.20E-10
CASP7,371.0497839,0.651052081,0.136296796,4.776723309,1.78E-06,5.19E-06
MCUB,929.8951659,0.651144443,0.118610433,5.489773742,4.02E-08,1.34E-07
PACRGL,465.5468528,0.651279626,0.136322604,4.777488145,1.77E-06,5.17E-06
GTF2H3,1837.973384,0.651669183,0.088922024,7.328546404,2.33E-13,1.07E-12
DPH6,256.4108029,0.651786515,0.155513454,4.19119053,2.77E-05,7.30E-05
TSFM,1456.72778,0.652446356,0.105432701,6.188273176,6.08E-10,2.28E-09
STOML2,7992.048911,0.652529479,0.08549388,7.632470065,2.30E-14,1.12E-13
MRPL20,2392.456424,0.652686261,0.095080969,6.864531039,6.67E-12,2.80E-11
KCTD21,85.13141777,0.653218107,0.269177062,2.426722771,0.015235893,0.028066819
MSX2,810.4561945,0.654504322,0.098582539,6.639150571,3.15E-11,1.28E-10
TMEM170A,332.9073932,0.65476487,0.154281804,4.243953942,2.20E-05,5.83E-05
